symbol	company	yayk	nayk	mayk	yay	nay	may	desc
BRM.V	Biorem Inc	5	2	2	clojure.lang.LazySeq@64e295ea	clojure.lang.LazySeq@2376d77a	clojure.lang.LazySeq@88eedcc	BIOREM Inc., an environmental biotechnology company, designs, manufactures, and sells air emissions control systems that are used to eliminate odors, volatile organic compounds (VOCs), and hazardous air pollutants (HAPs). It offers biofilters for the removal of odors, H2S, VOCs and HAPs; and biotrickling filters for applications of high concentrations of H2S or other water soluble compounds. The company also provides multi-stage systems to treat odors associated with various municipal wastewater treatment processes; biogas conditioning systems; ultrafiltration membranes to treat water sources; biological odor control systems; and filter media products to treat air emissions. In addition, it offers biological processes and testing services; media sampling and analysis; system review and inspections; and media replacements and spare parts. The company operates in Canada, the United States, China, and internationally. BIOREM Inc. is headquartered in Guelph, Canada.
SCD.V	Samoth Oilfield Inc.	5	3	0	clojure.lang.LazySeq@62f55a22	clojure.lang.LazySeq@28805aa7	clojure.lang.LazySeq@1	Samoth Oilfield Inc. develops and produces natural gas and natural gas liquids in Western Canada. Its producing properties include the Garrington property consisting of three producing wells located to the west of Red Deer, Alberta; and the Willesden Green property with three gas wells located to the east of Rocky Mountain House, Alberta. The company was incorporated in 2006 and is based in St. Albert, Canada.
RHT.V	Reliq Health Technologies Inc	5	0	2	clojure.lang.LazySeq@cb1a838d	clojure.lang.LazySeq@1	clojure.lang.LazySeq@7cf0a541	Reliq Health Technologies Inc., a healthcare technology company, engages in the development of mobile software solutions for community care market. It offers iUGO Health technology platform, a hardware and software solution that allows complex patients to receive care in the home. The company was formerly known as Moseda Technologies Inc. and changed its name to Reliq Health Technologies Inc. in May 2016. Reliq Health Technologies Inc. was incorporated in 2005 is headquartered in Hamilton, Canada.
WI.V	The Western Investment CO of Cda Ltd	5	1	0	clojure.lang.LazySeq@579100d	clojure.lang.LazySeq@1175092c	clojure.lang.LazySeq@1	The Western Investment Company of Canada Limited, through its subsidiaries, operates as an automotive glass service company in Canada. It provides repair and replacement of windshields, side windows, side mirrors, rear windows, and sun roofs; and wholesale of aftermarket glass parts and materials. The company also operates as a specialty retailer, which imports and sells household products through a marketing channel in North America; provides commercial and property insurance services; and produces and distributes butter and ice cream products through grocery retail and food service network in Western Canada, as well as through two distribution facilities in Edmonton and Kelowna. It serves dealerships, auto-body shops, fleet companies, and car rental companies through 10 retail locations, and mobile repair and installation units. The Western Investment Company of Canada Limited was founded in 2015 and is headquartered in High River, Canada.
NPTH.V	Neupath Health Inc.	5	0	0	clojure.lang.LazySeq@7f0e19fb	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	NeuPath Health Inc. provides chronic pain management services in Canada. The company offers chronic pain assessment and multi-modal treatment plan that helps patient to manage chronic pain and optimize quality of life. It also provides workplace health services. The company operates 12 clinics under the Centres for Pain Management and InMedic Creative Medicine brands in Ontario. NeuPath Health Inc. is headquartered in Mississauga, Canada.
NLH.V	Nova Leap Health Corp	5	1	1	clojure.lang.LazySeq@7f0e19fb	clojure.lang.LazySeq@38c143b9	clojure.lang.LazySeq@86da3fbe	Nova Leap Health Corp. provides home and home health care services. Its services include dementia care, companionship, personal and respite care, cooking and meal preparation, light housekeeping, transportation, medication reminders, and medication administration by nursing staff. The company serves clients and families in the states of Vermont, New Hampshire, Massachusetts, Rhode Island, Oklahoma, and Ohio in the United States; and Nova Scotia, Canada. Nova Leap Health Corp. was incorporated in 2015 and is headquartered in Halifax, Canada.
QST.V	Questor Technology Inc	5	2	5	clojure.lang.LazySeq@c09039e	clojure.lang.LazySeq@7eca01a9	clojure.lang.LazySeq@cd877eeb	Questor Technology Inc., an environmental clean technology company, designs, manufactures, and services waste gas combustion systems in Canada and internationally. The company sells, rents, and services waste gas incineration systems. It offers its solutions for various oil and gas projects, as well as for landfill biogas, syngas, waste engine exhaust, geothermal and solar, and cement plant waste heat. The company was formerly known as Interglobe Gas Technology Inc. and changed its name to Questor Technology Inc. in September 1995. Questor Technology Inc. was founded in 1994 and is headquartered in Calgary, Canada.
VERT.V	Vertical Explorations Inc	5	0	1	clojure.lang.LazySeq@431c53b5	clojure.lang.LazySeq@1	clojure.lang.LazySeq@bffb786f	Vertical Exploration Inc., a junior mining company, engages in the exploration and evaluation of mineral properties in Canada. The company's flagship project is the St-Onge Wollastonite project covering an area of approximately 1,465 hectares located at St-Onge township in the Saguenay-Lac-St-Jean region of Quebec. The company was formerly known as Cavan Ventures Inc. and changed its name to Vertical Exploration Inc. in January 2018. Vertical Exploration Inc. was incorporated in 2006 and is headquartered in Vancouver, Canada.
MET.V	Metalore Resources Limited	5	7	2	clojure.lang.LazySeq@c6fb59e8	clojure.lang.LazySeq@f54beaca	clojure.lang.LazySeq@c8d3f9e1	Metalore Resources Limited, a junior resource company, engages in the natural gas production and gold exploration in Canada. It owns and/or controls approximately 40,000 acres of petroleum, natural gas, and mineral leases in Charlotteville, Walsingham, and Houghton townships in Norfolk County, Ontario. The company also distributes natural gas to approximately 150 commercial and residential customers through its gathering pipelines. In addition, it explores for gold, copper, nickel, zinc, uranium, and diamonds. The company holds 100% interest in the Cedartree gold property in the Kenora mining district. The company was formerly known as New Metalore Mining Company Limited and changed its name to Metalore Resources Limited in 1976. Metalore Resources Limited was incorporated in 1943 and is headquartered in Simcoe, Canada.
GRB.V	Greenbriar Capital Corp	5	0	3	clojure.lang.LazySeq@7a2738ed	clojure.lang.LazySeq@1	clojure.lang.LazySeq@de410a38	Greenbriar Capital Corp. engages in the acquisition, development, management, and sale of various real estate properties and renewable energy projects primarily in Canada and the United States. It is also developing 100 megawatts solar project in Puerto Rico and 80 megawatts wind generation project in Utah. The company was incorporated in 2009 and is headquartered in Coquitlam, Canada.
AIR.V	Clean Air Metals Inc	5	1	1	clojure.lang.LazySeq@1fd347e8	clojure.lang.LazySeq@21f49f	clojure.lang.LazySeq@bffb786f	Clean Air Metals Inc., an exploration stage company, identifies, acquires, explores for, and develops mineral resource projects in Canada. It primarily explores for platinum and palladium deposits. Its flagship properties are the Thunder Bay North Property consists of 219 unpatented mining claims covering an area of approximately 40,816 hectares; and the Escape Lake project covering an area of approximately 220 hectares located in the Thunder Bay region of Ontario. The company was formerly known as Regency Gold Corp. and changed its name to Clean Air Metals Inc. in April 2020. Clean Air Metals Inc. was founded in 1987 and is based in Thunder Bay, Canada.
