symbol	company	yayk	nayk	mayk	wyay	wnay	wmay	desc
HWIN	Hometown International, Inc.	1	2	3	#{"green"}	#{"cooking" "meats"}	#{"United States" "coffee" "tea"}	Hometown International, Inc., through its subsidiary, Your Hometown Deli Limited Liability Company, operates a delicatessen store under the Your Hometown Deli brand name in the United States. Its Your Hometown Deli store provides sandwiches; soups; salads, including made-to-order green salads, prepared pasta, potato, chicken, and various wet salads; deli meats/cheeses; hot/cold drinks; fresh breads/rolls; breakfast products, such as pastries, bagels, and toast; yogurt; and small retail items for cooking, baking, and home use, as well as coffee, tea, and other hot and cold beverages. The company was incorporated in 2014 and is based in Woodstown, New Jersey.
HKEB	HK eBus Corporation	0	2	0	#{}	#{"gas" "oil"}	#{}	HK eBus Corporation does not have significant operations. The company intends to seek, investigate, and engage in a business combination with a private entity. Previously, it was engaged in the exploration of oil and gas. The company was formerly known as Rambo Medical Group, Inc. and changed its name to HK eBus Corporation in August 2015. HK eBus Corporation was founded in 2005 and is based in Pasadena, California.
ORWHF	Oriental Watch Holdings Limited	0	2	0	#{}	#{"China"}	#{}	Oriental Watch Holdings Limited, an investment holding company, trades in watches in Hong Kong, Macau, Taiwan, and the People's Republic of China. It primarily offers various Swiss brands comprising Rolex, Tudor, Piaget, Vacheron Constantin, Audemars Piguet, IWC, Jaeger-LeCoultre, Girard Perregaux, Longines, Omega, etc. The company is also involved in the property holding activities, as well as provision of watch repair and maintenance services. As of March 31, 2019, it operated through 61 retail and wholesale points, which included associate retail stores in the Greater China region. Oriental Watch Holdings Limited was founded in 1961 and is based in Central, Hong Kong.
ICTPU	American Restaurant Partners, L.P.	0	2	1	#{}	#{"Restaurant"}	#{"United States"}	American Restaurant Partners, L.P., through its subsidiaries, engages in the ownership and operation of Pizza Hut restaurants in the United States. As of December 30, 2003, the partnership owned and operated 100 restaurants. RMC American Management, Inc. operates as the managing general partner of the partnership. American Restaurant Partners was founded in 1987 and is based in Wichita, Kansas.
TVTV	WhereverTV Broadcasting Corporation	0	2	1	#{}	#{"movies" "channels"}	#{"technology"}	WhereverTV Broadcasting Corporation provides subscription television service via an over the top service platform worldwide. The company downlinks, encodes, and broadcasts encrypted linear television programming via its proprietary distribution platform to connected televisions, Blu-ray players, set top boxes, tablet PCs, laptops, and smartphones. Its platform enables subscribers to access licensed and free-to-air channels across multiple devices via its patented interactive program guide technology. The company's platform manages broadcast rights across geographies and provides individual customer viewing experiences based on customer locations (geo-targeting) and content-rights management (subscriptions). Its in-language subscription offerings include Spanish, Arabic, and Greek; and genre specific subscriptions include various content, such as news, faith, dramas, sports, movies, reality, kid's, and others. The company was founded in 2006 and is based in Fort Myers, Florida.
PSIQ	Profile Solutions, Inc.	0	2	0	#{}	#{"honey" "pets"}	#{}	Profile Solutions, Inc., through its subsidiary, Elite Products International, Inc., manufactures and distributes cannabinoid hemp extracts in the form of edibles, creams, oils, and salves. It offers edibles, such as candies, gummies, cookies, crystal pops, honey and multi-vitamins, oils, tinctures, vapes, creams, and salves, as well as a line of creams and salves for house pets. The company is headquartered in Sunrise, Florida.
AACS	American Commerce Solutions, Inc.	0	2	1	#{}	#{"truck" "Truck"}	#{"United States"}	American Commerce Solutions, Inc., through its subsidiary, Best Way Auto & Truck Rental, Inc., engages in the automobile and truck sales and rental business in the United States. It focuses on college and university locations with a rewards program geared to sales and financing of automobiles to first time car buyers. The company was formerly known as JD American Workwear, Inc. and changed its name to American Commerce Solutions, Inc. in December 2000. American Commerce Solutions, Inc. was founded in 1991 and is based in Bartow, Florida.
PDPR	Marathon Group Corp.	0	2	1	#{}	#{"cooking" "hunting"}	#{"technology"}	Marathon Group Corp. engages in the Website properties and technology development, marketing, and advertising activities. The company operates Outdoorlife4fun, a platform to inspire families and outdoor enthusiasts, as well as an online store for the main site of all its themed Websites. It also operates Campinghunting4fun, an online store for hunting, camping, and outdoor cooking gear equipment, as well as outdoor footwear and nature-themed gifts. The company was founded in 2005 and is based in Waterbury, Connecticut.
JSDA	Jones Soda Co.	1	2	3	#{"Canada"}	#{"gas" "grocery"}	#{"United States" "cane sugar"}	Jones Soda Co., together with its subsidiaries, develops, produces, markets, and distributes beverages primarily in the United States, Canada, and internationally. The company provides Jones Soda, a premium carbonated soft drink; Lemoncocco, a premium non-carbonated beverage; and co-brand and private label products. It also offers fountain products, including cane sugar cola and sugar free cola, as well as cane sugar sweetened ginger ale, orange and cream, root beer, and lemon lime. The company sells its products primarily in grocery stores, convenience and gas stores, restaurants, delicatessens, and sandwich shops, as well as through national accounts with various retailers. It also sells various products online, including soda with customized labels, wearables, candy, and other items, as well as licenses its trademarks for use on products sold by other manufacturers. The company sells and distributes its products through a network of independent distributors, as well as directly to its national and regional retail accounts. Jones Soda Co. was founded in 1986 and is headquartered in Seattle, Washington.
YEWB	Yew Bio-Pharm Group, Inc.	1	2	1	#{"mushroom"}	#{"China" "oil"}	#{"United States"}	Yew Bio-Pharm Group, Inc., through its subsidiaries, grows and sells yew trees in the People's Republic of China and the United States. The company offers traditional Chinese medicine (TCM) raw materials in the form of yew tree branches and leaves to manufacture TCM containing taxol. It is also involved in processing and selling yew raw materials used in the manufacture of traditional Chinese medicine; growing and selling yew tree seedlings and mature trees, including potted miniature yew trees; manufacturing and selling furniture and handicrafts made of yew tree timber; selling agricultural products, such as yew candles, pine needle extracts, complex taxus cuspidate extracts, composite northeast yew extracts, and yew essential oil soaps; and selling wood ear mushroom. The company was incorporated in 2007 and is based in El Monte, California.
TISDZ	Treasure Island Royalty Trust	0	2	0	#{}	#{"offshore" "Texas"}	#{}	Treasure Island Royalty Trust holds nonexpense bearing overriding royalty interests in ultra deep prospects in the shallow waters of the Gulf of Mexico. The trust owns, or has the right to receive, overriding royalty interests from Newfield Exploration Company's interest in any future production. It has interests in 116 lease blocks located offshore Louisiana in the South Timbalier, Ship Shoal, South Marsh Island, and Eugene Island areas. Treasure Island Royalty Trust was founded in 2002 and is based in Houston, Texas.
LBSR	Liberty Star Uranium & Metals Corp.	0	2	2	#{}	#{"gold" "Gold"}	#{"United States" "lead"}	Liberty Star Uranium & Metals Corp., a mineral resource company, engages in the acquisition and exploration of mineral properties in the United States. The company explores for copper, molybdenum, gold, silver, lead, zinc, manganese, and other metals, including rare earth elements. Its principal property is the Hay Mountain project that comprises 28 mineral exploration permits covering an area of 12,557.77 acres located to the southeast of Tombstone. The company was formerly known as Liberty Star Gold Corp. and changed its name to Liberty Star Uranium & Metals Corp. in April 2007. Liberty Star Uranium & Metals Corp. was founded in 2001 and is headquartered in Tucson, Arizona.
