symbol	company	yayk	nayk	mayk	yay	nay	may	desc
KOV.AX	Korvest Ltd	1	1	4	clojure.lang.LazySeq@b735027b	clojure.lang.LazySeq@1adf1	clojure.lang.LazySeq@d8828c3b	Korvest Ltd, together with its subsidiaries, manufacturers and supplies cable and pipe support systems, galvanising services, and access systems for large mobile equipment in Australia. It operates in two segments, Industrial Products and Production. The Industrial Products segment manufactures electrical and cable support systems, and steel fabrication and access systems. This segment also sells, hires, and repairs high torque tools, such as hydraulic torque wrenches, pneumatic continuous torque wrenches, electronic continuous torque wrenches, huck tools, and power rigs. It conducts its business under the EzyStrut, Power Step and Titan Technologies names. The Production segment provides hot dip galvanising services. It serves infrastructure, commercial, utilities, mining, food processing, oil and gas, power stations, health, and industrial sectors. The company was founded in 1970 and is based in Kilburn, Australia.
RFR.AX	Rafaella Resources Ltd.	1	1	1	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@af1ca97f	Rafaella Resources Limited, explores for and develops gold, cobalt, copper, and other mineral opportunities. It owns 100% interest in the Santa Comba tungsten and tin project in Galicia, Spain; and the McCleery exploration project in the Yukon Territory, Canada. The company was incorporated in 2017 and is based in Brisbane, Australia.
KP2.AX	Kore Potash Plc	1	0	0	clojure.lang.LazySeq@9b27d06d	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	Kore Potash plc engages in the exploration and development of potash minerals in the Republic of Congo. Its flagship property is the 97%-owned Sintoukola potash project that comprises the Kola sylvinite and carnallite deposits located to the north of the city of Pointe Noire. The company was incorporated in 2017 and is headquartered in London, the United Kingdom.
OXX.AX	Octanex N.l.	1	1	4	clojure.lang.LazySeq@670d1848	clojure.lang.LazySeq@21f49f	clojure.lang.LazySeq@369d6f81	Octanex Limited, together with its subsidiaries, invests in, explores, and develops natural resources in Western Australia. It holds 100% interest in the Ascalon Gas field located in Bonaparte, Western Australia. The company also holds interest in the Sefton Gold Project located in the Eastern Goldfields Superterrane, Western Australia. Octanex Limited was incorporated in 1980 and is based in South Yarra, Australia.
TOU.AX	Tlou Energy Limited	1	1	4	clojure.lang.LazySeq@670d1848	clojure.lang.LazySeq@6d12f681	clojure.lang.LazySeq@2962b571	Tlou Energy Limited, together with its subsidiaries, identifies, explores, evaluates, and develops coalbed methane (CBM) natural gas resources for gas-to-power generation in Southern Africa. It holds a mining license and 10 prospecting licenses covering an area of approximately 9,300 square kilometers in the Karoo Basin, Botswana. The company owns a 100% interest in the Lesedi CBM project. It also holds 100% interests in the Mamba and Boomslang projects. Tlou Energy Limited was founded in 2009 and is based in Brisbane, Australia.
OZG.AX	Ozgrowth Ltd	1	0	2	clojure.lang.LazySeq@f44527cc	clojure.lang.LazySeq@1	clojure.lang.LazySeq@e3952fc1	Ozgrowth Limited is a fund launched and managed by Westoz Funds Management Pty Ltd. It invests in public equity markets of Australia. The firm also invests in alternative investment markets. Ozgrowth Limited is based in Perth, Australia.
TPD.AX	Talon Petroleum Limited	1	4	1	clojure.lang.LazySeq@9b27d06d	clojure.lang.LazySeq@1780921c	clojure.lang.LazySeq@af1ca97f	Talon Petroleum Limited engages in the exploration and evaluation of oil and gas assets in the United Kingdom North Sea. The company holds a 100% interest in the Skymoos Prospect; Rocket Prospect; and Thelma, Louise, and Buffalo Prospects. It also holds a 50% interest in the Vantage Prospect; and a 10% interest in Curlew-A. The company was formerly known as Texon III Ltd. and changed its name to Talon Petroleum Limited in November 2012. Talon Petroleum Limited was incorporated in 2011 and is based in West Perth, Australia.
BDA.AX	Bod Australia Limited	1	0	3	clojure.lang.LazySeq@9b27d06d	clojure.lang.LazySeq@1	clojure.lang.LazySeq@3e2d71bf	Bod Australia Limited engages in the development and manufacture of cannabidiol (CBD) and hemp products in Australia, the United Kingdom, and internationally. The company operates through three segments: Medical, OTC CBD/Hemp, and OTC Herbals. It also develops, manufactures, and distributes therapeutics medicinal cannabis products. The company was incorporated in 2014 and is based in Double Bay, Australia.
MPP.AX	Metro Performance Glass Limited	1	0	3	clojure.lang.LazySeq@37b027	clojure.lang.LazySeq@1	clojure.lang.LazySeq@612b493f	Metro Performance Glass Limited, together with its subsidiaries, supplies processed flat glass and related products for the residential and commercial building sectors in New Zealand and Australia. Its glass products include splashbacks, benchtops, and kitchen doors and mirrors; and bathroom mirrors, inline showers, two and three sided showers, bath end showers, bath screens, shower linings, and shower and screen hardware. The company also offers interior balustrades, stairs and floors, room dividers, mirrors, wall linings, doors, and furniture; and exterior balustrades, pool fences, wind breaks, glass canopies, glass features, outdoor furniture, and balustrade and pool fence hardware. In addition, it provides installation services. Metro Performance Glass Limited was founded in 1987 and is headquartered in Auckland, New Zealand.
MGL.AX	Magontec Limited	1	0	1	clojure.lang.LazySeq@6bac536	clojure.lang.LazySeq@1	clojure.lang.LazySeq@af1ca97f	Magontec Limited, together with its subsidiaries, manufactures and sells generic and specialist magnesium alloys in Asia, Europe, the Americas, and internationally. The company manufactures and distributes magnesium and titanium cathodic corrosion protection (CCP) products, such as HyTonic anodes, Correx impressed current systems, CorroScout measuring systems, and S-Patron intelligent measuring and control systems. The CCP products are used in water storage vessels. It also recycles magnesium alloys. The company was formerly known as Advanced Magnesium Limited and changed its name to Magontec Limited in November 2011. Magontec Limited was founded in 1953 and is headquartered in Potts Point, Australia.
MGH.AX	Maas Group Holdings Limited	1	0	8	clojure.lang.LazySeq@65cda8a	clojure.lang.LazySeq@1	clojure.lang.LazySeq@ea0530c1	MAAS Group Holdings Limited, together with subsidiaries, offers construction materials, equipment, and services for civil, infrastructure, and mining end markets in Australia and internationally. The company operates through four segments: Real Estate; Civil and Construction; Tunnelling and Underground Services; and Construction Materials. The Construction Materials segment supplies quarry, and mobile crushing and screening for quarries, civil works and mining. The Civil and Construction segment engages in the provision of plant and equipment to construction and infrastructure projects; civil, electrical, communications, and mining infrastructure construction business; construction of roads, dams, and mining infrastructure. The Real Estate segment engages in the development of residential, industrial, and commercial projects. The Tunnelling and Underground Services segment engages in the manufacture and sale of equipment and attachments for underground and civil markets; and underground mobile equipment hiring business. MAAS Group Holdings Limited was founded in 2002 and is headquartered in Dubbo, Australia.
